index,label,color,shape,chimbeom,beonjim,result
2290,002_021_5,3,1,2,1,0
2291,002_021_51,3,2,2,1,0
2292,002_021_52,3,4,2,1,0
2293,002_021_53,3,1,2,2,0
2294,002_021_54,2,1,1,2,0
2295,002_021_56,3,4,2,1,0
2296,002_021_57,2,1,1,2,0
2297,002_021_6,3,1,1,1,0
2298,002_021_62,2,1,1,2,0
2299,002_021_63,3,1,1,2,0
2300,002_021_64,2,1,1,2,0
2301,002_021_7,3,1,3,2,0
2302,002_021_8,1,1,1,2,0
2303,002_021_92,0,5,1,2,0
2304,002_021_97,2,1,1,2,0
2305,002_022_100,2,1,1,2,0
2306,002_022_102,2,1,1,2,0
2307,002_022_103,2,1,1,1,0
2308,002_022_109,2,1,1,2,0
2309,002_022_11,3,4,2,1,0
2310,002_022_110,2,1,1,1,0
2311,002_022_111,2,1,1,2,0
2312,002_022_112,2,1,1,1,0
2313,002_022_12,3,4,2,1,0
2314,002_022_13,3,1,1,1,0
2315,002_022_14,3,1,1,1,0
2316,002_022_15,1,1,2,2,0
2317,002_022_16,2,1,1,2,0
2318,002_022_17,2,1,1,2,0
2319,002_022_18,2,1,1,2,0
2320,002_022_3,1,1,2,2,0
2321,002_022_32,2,1,1,2,0
2322,002_022_33,2,1,1,2,0
2323,002_022_35,2,1,1,2,0
2324,002_022_36,2,1,1,2,0
2325,002_022_37,2,1,1,2,0
2326,002_022_38,2,1,1,2,0
2327,002_022_39,2,1,1,2,0
2328,002_022_40,2,1,1,2,0
2329,002_022_59,2,1,1,2,0
2330,002_022_60,0,5,1,2,0
2331,002_022_69,2,1,1,2,0
2332,002_022_71,2,1,1,2,0
2333,002_022_90,2,1,1,2,0
2334,002_022_92,2,1,1,2,0
2335,002_023_1,2,3,3,2,0
2336,002_023_10,2,1,3,1,0
2337,002_023_11,2,1,2,1,0
2338,002_023_12,2,2,3,1,0
2339,002_023_13,3,1,2,1,0
2340,002_023_14,2,1,2,1,0
2341,002_023_15,1,1,3,2,0
2342,002_023_16,2,1,3,1,0
2343,002_023_17,2,1,1,1,0
2344,002_023_19,2,1,3,1,0
2345,002_023_2,2,2,1,2,0
2346,002_023_20,2,1,1,1,0
2347,002_023_21,1,1,3,2,0
2348,002_023_22,3,4,2,1,0
2349,002_023_23,3,4,2,1,0
2350,002_023_24,3,4,2,1,0
2351,002_023_25,2,1,3,1,0
2352,002_023_26,3,1,3,2,0
2353,002_023_27,2,1,1,2,0
2354,002_023_28,3,4,2,1,0
2355,002_023_29,3,4,3,1,0
2356,002_023_3,2,2,1,2,0
2357,002_023_30,2,1,1,2,0
2358,002_023_31,2,1,1,2,0
2359,002_023_35,2,1,1,2,0
2360,002_023_36,3,1,2,2,0
2361,002_023_37,2,1,1,2,0
2362,002_023_38,2,1,1,2,0
2363,002_023_39,2,1,1,2,0
2364,002_023_4,3,1,2,2,0
2365,002_023_41,3,1,1,1,0
2366,002_023_42,2,1,1,2,0
2367,002_023_43,2,2,1,2,0
2368,002_023_44,2,1,1,2,0
2369,002_023_45,2,1,1,1,0
2370,002_023_49,1,1,1,2,0
2371,002_023_5,3,4,2,1,0
2372,002_023_50,2,1,1,2,0
2373,002_023_6,1,1,2,2,0
2374,002_023_63,2,1,1,2,0
2375,002_023_66,2,1,1,2,0
2376,002_023_7,1,1,2,2,0
2377,002_023_76,2,1,1,2,0
2378,002_023_77,2,1,1,2,0
2379,002_023_78,2,1,1,2,0
2380,002_023_79,2,1,1,2,0
2381,002_023_8,2,1,1,2,0
2382,002_023_80,2,1,1,2,0
2383,002_023_9,2,1,3,1,0
2384,002_024_1,1,1,1,2,0
2385,002_024_118,3,1,2,1,0
2386,002_024_119,2,1,1,2,0
2387,002_024_2,1,3,1,1,0
2388,002_024_26,2,1,1,1,0
2389,002_024_3,1,3,1,1,0
2390,002_024_32,2,1,1,2,0
2391,002_024_5,2,1,1,2,0
2392,002_024_6,2,1,1,2,0
2393,002_024_66,2,1,1,2,0
2394,003_001_1,1,1,3,2,0
2395,003_001_100,2,1,1,2,0
2396,003_001_101,2,2,1,2,0
2397,003_001_102,2,1,1,2,0
2398,003_001_11,3,5,1,2,0
2399,003_001_112,2,1,1,2,0
2400,003_001_113,2,1,1,2,0
2401,003_001_114,3,1,1,2,0
2402,003_001_115,2,1,1,2,0
2403,003_001_116,3,5,1,2,0
2404,003_001_117,3,5,1,2,0
2405,003_001_118,3,5,1,2,0
2406,003_001_119,3,5,1,2,0
2407,003_001_12,3,5,1,2,0
2408,003_001_14,3,2,1,1,0
2409,003_001_22,3,5,1,2,0
2410,003_001_26,1,3,1,2,0
2411,003_001_27,3,1,3,2,0
2412,003_001_28,3,1,3,2,0
2413,003_001_29,3,1,3,2,0
2414,003_001_3,3,5,1,2,0
2415,003_001_30,2,1,1,2,0
2416,003_001_31,2,1,3,2,0
2417,003_001_32,3,2,3,2,0
2418,003_001_33,3,2,2,2,0
2419,003_001_37,3,2,3,2,0
2420,003_001_39,3,5,1,2,0
2421,003_001_40,3,1,3,2,0
2422,003_001_41,3,2,1,1,0
2423,003_001_42,2,1,1,2,0
2424,003_001_43,3,1,2,2,0
2425,003_001_44,2,1,2,2,0
2426,003_001_45,1,1,3,2,0
2427,003_001_46,3,4,2,1,0
2428,003_001_47,1,2,3,2,0
2429,003_001_48,3,1,2,1,0
2430,003_001_49,3,1,2,1,0
2431,003_001_50,3,1,3,1,0
2432,003_001_52,2,1,3,1,0
2433,003_001_53,2,1,1,2,0
2434,003_001_56,3,5,1,2,0
2435,003_001_57,3,5,1,2,0
2436,003_001_58,3,5,1,2,0
2437,003_001_59,3,2,1,1,0
2438,003_001_60,2,1,1,2,0
2439,003_001_61,1,5,1,2,0
2440,003_001_64,3,5,1,2,0
2441,003_001_66,2,1,1,2,0
2442,003_001_67,2,1,1,2,0
2443,003_001_71,2,1,1,2,0
2444,003_001_92,0,1,1,2,0
2445,003_001_93,2,1,1,2,0
2446,003_001_97,1,3,1,2,0
2447,003_001_98,1,5,1,2,0
2448,003_002_1,3,1,3,1,0
2449,003_002_16,0,5,1,2,0
2450,003_002_24,0,5,1,2,0
2451,003_002_25,3,1,2,2,0
2452,003_002_26,1,1,2,2,0
2453,003_002_27,1,1,1,2,0
2454,003_002_28,1,1,1,2,0
2455,003_002_29,3,1,3,2,0
2456,003_002_30,2,1,1,2,0
2457,003_002_31,2,1,2,2,0
2458,003_002_32,1,5,2,2,0
2459,003_002_34,3,1,3,1,0
2460,003_002_35,3,2,2,1,0
2461,003_002_36,3,1,3,1,0
2462,003_002_37,3,4,2,1,0
2463,003_002_38,1,1,3,2,0
2464,003_002_39,1,1,3,2,0
2465,003_002_40,3,1,3,2,0
2466,003_002_41,2,1,3,2,0
2467,003_002_42,3,2,2,1,0
2468,003_002_43,2,1,1,2,0
2469,003_002_44,2,1,1,2,0
2470,003_002_45,2,1,1,2,0
2471,003_002_47,2,1,1,2,0
2472,003_002_48,0,5,1,2,0
2473,003_002_49,2,1,1,2,0
2474,003_002_50,1,5,1,2,0
2475,003_002_64,0,5,1,2,0
2476,003_002_72,0,5,2,2,0
2477,003_002_73,2,1,1,1,0
2478,003_002_74,0,1,1,2,0
2479,003_002_76,0,5,1,2,0
2480,003_002_78,2,1,1,2,0
2481,003_002_79,2,1,1,2,0
2482,003_002_80,2,1,1,2,0
2483,003_002_81,2,1,1,2,0
2484,003_002_82,2,1,1,2,0
2485,003_002_83,2,1,1,2,0
2486,003_002_84,1,5,2,2,0
2487,003_002_85,1,5,2,2,0
2488,003_002_86,1,5,1,2,0
2489,003_002_87,1,5,1,2,0
2490,003_003_1,3,1,3,1,0
2491,003_003_16,0,5,1,2,0
2492,003_003_17,3,1,2,1,0
2493,003_003_18,3,2,2,1,0
2494,003_003_19,1,1,2,2,0
2495,003_003_20,1,1,1,2,0
2496,003_003_21,3,2,3,1,0
2497,003_003_23,3,2,2,1,0
2498,003_003_24,3,2,2,1,0
2499,003_003_25,3,4,2,1,0
2500,003_003_26,3,1,2,1,0
2501,003_003_27,3,2,3,1,0
2502,003_003_28,3,1,2,1,0
2503,003_003_30,3,4,3,1,0
2504,003_003_31,1,1,2,2,0
2505,003_003_32,3,4,2,1,0
2506,003_003_33,3,4,2,1,0
2507,003_003_34,3,2,2,1,0
2508,003_003_35,3,2,2,1,0
2509,003_003_36,1,1,2,2,0
2510,003_003_37,3,1,2,1,0
2511,003_003_38,1,1,3,2,0
2512,003_003_39,1,1,3,2,0
2513,003_003_40,3,1,3,2,0
2514,003_003_41,1,1,3,2,0
2515,003_003_43,3,1,2,1,0
2516,003_003_44,3,1,2,1,0
2517,003_003_45,0,5,2,2,0
2518,003_003_88,2,5,1,2,0
2519,003_003_89,2,1,1,2,0
2520,003_003_91,2,1,1,1,0
2521,003_003_93,1,5,1,2,0
2522,003_004_1,3,1,2,2,0
2523,003_004_10,2,1,1,2,0
2524,003_004_11,2,5,1,2,0
2525,003_004_12,2,1,1,2,0
2526,003_004_13,2,1,1,2,0
2527,003_004_2,3,1,2,2,0
2528,003_004_23,2,1,1,1,0
2529,003_004_29,2,1,1,2,0
2530,003_004_3,1,2,1,2,0
2531,003_004_32,2,1,1,2,0
2532,003_004_39,0,5,1,2,0
2533,003_004_4,0,1,2,2,0
2534,003_004_40,2,1,1,2,0
2535,003_004_6,2,1,1,2,0
2536,003_004_7,2,1,1,2,0
2537,003_004_9,2,1,1,2,0
2538,003_005_1,1,1,2,2,0
2539,003_005_10,0,5,1,2,0
2540,003_005_11,0,5,1,2,0
2541,003_005_12,2,1,1,2,0
2542,003_005_13,2,1,1,2,0
2543,003_005_14,3,5,1,1,0
2544,003_005_16,2,1,1,2,0
2545,003_005_2,0,1,2,2,0
2546,003_005_24,2,1,1,2,0
2547,003_005_3,1,1,1,2,0
2548,003_005_41,2,3,1,1,0
2549,003_005_5,2,1,1,2,0
2550,003_006_1,0,5,1,2,0
2551,003_006_10,2,1,1,2,0
2552,003_006_14,2,1,1,2,0
2553,003_006_16,2,1,1,2,0
2554,003_006_17,2,1,1,2,0
2555,003_006_2,3,2,2,1,0
2556,003_006_20,1,1,1,2,0
2557,003_006_21,1,1,1,2,0
2558,003_006_22,1,5,1,2,0
2559,003_006_23,0,5,1,2,0
2560,003_006_24,0,5,1,2,0
2561,003_006_3,3,1,1,1,0
2562,003_006_4,0,5,1,2,0
2563,003_006_5,0,5,1,2,0
2564,003_006_6,0,5,1,2,0
2565,003_006_7,0,5,1,2,0
2566,003_006_8,0,5,1,2,0
2567,003_006_9,0,5,1,2,0
2568,003_007_1,3,2,2,1,0
2569,003_007_10,3,1,3,1,0
2570,003_007_11,1,1,1,2,0
2571,003_007_12,3,2,3,1,0
2572,003_007_13,3,2,3,1,0
2573,003_007_25,3,1,2,1,0
2574,003_007_26,2,1,1,2,0
2575,003_007_27,2,1,1,2,0
2576,003_007_3,3,2,2,1,0
2577,003_007_31,2,3,1,2,0
2578,003_007_4,1,1,1,2,0
2579,003_007_42,1,1,1,2,0
2580,003_007_43,0,1,1,1,0
2581,003_007_5,2,1,3,2,0
2582,003_007_6,1,1,3,2,0
2583,003_007_7,3,2,3,1,0
2584,003_007_8,3,2,3,2,0
2585,003_007_9,3,2,3,2,0
2586,003_008_29,2,1,1,1,0
2587,003_009_29,2,1,1,2,0
2588,003_009_3,2,1,1,2,0
2589,003_009_30,2,1,1,2,0
2590,003_009_31,0,5,1,2,0
2591,003_009_32,0,5,1,2,0
2592,003_010_1,3,1,3,1,0
2593,003_010_10,3,1,3,1,0
2594,003_010_11,3,2,3,2,0
2595,003_010_12,3,1,3,2,0
2596,003_010_13,2,1,1,2,0
2597,003_010_14,3,1,3,2,0
2598,003_010_15,2,1,2,2,0
2599,003_010_16,3,1,2,2,0
2600,003_010_17,2,1,1,2,0
2601,003_010_18,1,1,2,2,0
2602,003_010_19,2,1,1,2,0
2603,003_010_2,1,1,3,2,0
2604,003_010_20,2,1,1,2,0
2605,003_010_21,2,1,2,2,0
2606,003_010_25,0,5,1,2,0
2607,003_010_26,0,5,1,2,0
2608,003_010_27,0,5,1,2,0
2609,003_010_29,0,5,1,2,0
2610,003_010_31,0,5,1,2,0
2611,003_010_5,0,5,1,2,0
2612,003_010_6,0,5,1,2,0
2613,003_010_63,0,1,2,2,0
2614,003_010_7,3,2,2,1,0
2615,003_010_76,2,1,1,2,0
2616,003_010_77,0,5,1,2,0
2617,003_010_8,3,1,3,2,0
2618,003_010_9,3,2,2,2,0
2619,003_011_1,3,3,2,1,0
2620,003_011_10,2,1,3,2,0
2621,003_011_11,2,1,1,2,0
2622,003_011_12,3,1,3,2,0
2623,003_011_13,2,1,1,2,0
2624,003_011_14,2,1,1,2,0
2625,003_011_17,1,1,1,2,0
2626,003_011_2,3,3,2,1,0
2627,003_011_25,2,1,1,2,0
2628,003_011_27,2,1,1,2,0
2629,003_011_29,2,1,1,2,0
2630,003_011_3,1,1,3,2,0
2631,003_011_30,2,1,1,2,0
2632,003_011_32,2,1,1,2,0
2633,003_011_33,2,1,1,2,0
2634,003_011_4,2,1,1,1,0
2635,003_011_41,2,1,1,2,0
2636,003_011_44,2,1,1,2,0
2637,003_011_45,2,1,1,2,0
2638,003_011_5,3,3,2,1,0
2639,003_011_6,3,4,2,1,0
2640,003_011_7,3,2,3,2,0
2641,003_011_8,2,1,3,1,0
2642,003_011_9,2,1,3,1,0
2643,003_012_1,3,1,3,1,0
2644,003_012_10,2,1,3,1,0
2645,003_012_13,3,1,2,1,0
2646,003_012_14,3,1,3,1,0
2647,003_012_15,3,2,2,1,0
2648,003_012_16,3,2,3,1,0
2649,003_012_17,1,2,3,1,0
2650,003_012_18,2,1,1,1,0
2651,003_012_19,2,1,3,1,0
2652,003_012_2,1,1,3,2,0
2653,003_012_20,1,1,3,2,0
2654,003_012_21,2,1,3,1,0
2655,003_012_22,2,1,3,1,0
2656,003_012_23,2,2,3,2,0
2657,003_012_24,1,1,3,2,0
2658,003_012_25,1,1,3,2,0
2659,003_012_26,1,1,3,2,0
2660,003_012_27,2,1,1,2,0
2661,003_012_3,1,1,2,2,0
2662,003_012_31,2,1,1,2,0
2663,003_012_35,2,1,1,2,0
2664,003_012_4,1,1,1,2,0
2665,003_012_47,2,1,1,2,0
2666,003_012_48,2,1,1,2,0
2667,003_012_5,1,1,2,2,0
2668,003_012_55,0,5,1,2,0
2669,003_012_56,2,1,1,2,0
2670,003_012_57,2,1,1,2,0
2671,003_012_6,1,1,2,2,0
2672,003_012_7,3,1,3,1,0
2673,003_012_8,2,1,3,2,0
2674,003_012_82,2,1,1,2,0
2675,003_012_84,2,1,1,2,0
2676,003_012_85,2,1,1,2,0
2677,003_012_86,2,1,1,2,0
2678,003_012_87,2,1,1,2,0
2679,003_012_9,1,1,3,2,0
2680,003_013_1,3,1,3,1,0
2681,003_013_10,3,1,2,1,0
2682,003_013_11,3,1,2,1,0
2683,003_013_115,2,1,1,2,0
2684,003_013_117,2,1,3,2,0
2685,003_013_119,2,1,3,2,0
2686,003_013_12,2,1,1,2,0
2687,003_013_121,2,1,1,2,0
2688,003_013_124,2,1,1,2,0
2689,003_013_126,2,1,1,2,0
2690,003_013_136,2,1,1,2,0
2691,003_013_137,2,1,1,1,0
2692,003_013_138,2,1,1,1,0
2693,003_013_139,2,1,1,1,0
2694,003_013_14,3,1,3,2,0
2695,003_013_140,2,1,1,2,0
2696,003_013_141,2,1,1,2,0
2697,003_013_142,2,1,1,1,0
2698,003_013_15,2,2,2,2,0
2699,003_013_16,2,1,1,2,0
2700,003_013_17,2,1,1,1,0
2701,003_013_18,2,1,1,1,0
2702,003_013_19,2,2,2,1,0
2703,003_013_2,3,3,3,1,0
2704,003_013_20,2,1,1,2,0
2705,003_013_21,2,1,1,2,0
2706,003_013_22,2,1,3,2,0
2707,003_013_23,3,1,2,2,0
2708,003_013_24,3,2,3,1,0
2709,003_013_25,3,4,2,1,0
2710,003_013_26,3,1,3,1,0
2711,003_013_27,3,1,1,1,0
2712,003_013_28,3,1,2,1,0
2713,003_013_29,3,1,3,1,0
2714,003_013_3,1,3,2,1,0
2715,003_013_30,3,1,2,1,0
2716,003_013_31,2,1,2,1,0
2717,003_013_32,2,1,2,1,0
2718,003_013_33,2,1,2,2,0
2719,003_013_34,3,2,3,1,0
2720,003_013_35,2,1,1,1,0
2721,003_013_36,3,1,2,1,0
2722,003_013_37,1,1,1,1,0
2723,003_013_38,3,1,2,1,0
2724,003_013_39,3,1,3,2,0
2725,003_013_4,3,1,3,1,0
2726,003_013_40,3,1,3,1,0
2727,003_013_41,3,1,2,1,0
2728,003_013_42,3,1,3,1,0
2729,003_013_43,3,1,2,1,0
2730,003_013_44,3,1,3,1,0
2731,003_013_45,3,4,2,1,0
2732,003_013_46,3,1,3,1,0
2733,003_013_47,2,1,1,2,0
2734,003_013_48,2,1,1,2,0
2735,003_013_49,3,2,3,1,0
2736,003_013_50,2,1,1,1,0
2737,003_013_53,2,1,2,2,0
2738,003_013_54,2,1,2,2,0
2739,003_013_56,2,1,1,2,0
2740,003_013_57,3,1,1,2,0
2741,003_013_58,2,2,2,2,0
2742,003_013_59,2,1,1,1,0
2743,003_013_6,1,1,1,1,0
2744,003_013_60,2,1,1,1,0
2745,003_013_61,2,1,1,1,0
2746,003_013_62,2,2,2,2,0
2747,003_013_63,2,2,2,2,0
2748,003_013_66,2,1,1,2,0
2749,003_013_7,2,1,1,2,0
2750,003_013_70,2,1,1,2,0
2751,003_013_71,2,2,1,2,0
2752,003_013_72,2,1,1,2,0
2753,003_013_75,2,1,1,1,0
2754,003_013_78,2,1,1,2,0
2755,003_013_79,2,5,1,2,0
2756,003_013_8,3,1,1,1,0
2757,003_013_80,2,1,1,2,0
2758,003_013_81,2,2,1,2,0
2759,003_013_82,2,1,1,1,0
2760,003_013_84,3,2,1,2,0
2761,003_013_86,0,1,1,2,0
2762,003_013_87,2,3,1,2,0
2763,003_013_88,2,1,1,2,0
2764,003_013_89,0,5,1,2,0
2765,003_013_9,1,1,2,2,0
2766,003_013_90,2,1,1,2,0
2767,003_013_92,2,1,1,2,0
2768,003_013_93,2,1,1,2,0
2769,003_013_94,2,2,1,2,0
2770,003_013_96,2,1,1,2,0
2771,003_014_1,3,3,3,1,0
2772,003_014_10,3,2,2,1,0
2773,003_014_100,2,1,1,2,0
2774,003_014_101,2,1,1,1,0
2775,003_014_102,2,2,1,1,0
2776,003_014_103,2,2,1,1,0
2777,003_014_104,2,1,1,1,0
2778,003_014_105,2,1,1,1,0
2779,003_014_106,2,1,1,2,0
2780,003_014_107,2,1,1,2,0
2781,003_014_11,3,2,2,1,0
2782,003_014_12,3,4,2,1,0
2783,003_014_13,3,4,2,1,0
2784,003_014_14,3,2,2,2,0
2785,003_014_15,3,1,2,2,0
2786,003_014_16,3,2,2,2,0
2787,003_014_17,3,1,2,1,0
2788,003_014_18,3,1,2,2,0
2789,003_014_19,3,1,2,2,0
2790,003_014_2,3,3,3,1,0
2791,003_014_20,3,1,2,1,0
2792,003_014_21,3,1,1,1,0
2793,003_014_23,3,4,3,1,0
2794,003_014_24,3,1,1,1,0
2795,003_014_25,3,1,3,1,0
2796,003_014_26,3,2,2,1,0
2797,003_014_27,3,1,1,1,0
2798,003_014_28,2,3,1,1,0
2799,003_014_29,3,1,3,1,0
2800,003_014_3,3,1,3,1,0
2801,003_014_30,3,1,3,2,0
2802,003_014_31,3,1,2,2,0
2803,003_014_32,3,4,2,1,0
2804,003_014_33,3,1,2,2,0
2805,003_014_34,3,1,3,1,0
2806,003_014_35,1,1,3,2,0
2807,003_014_36,2,2,1,1,0
2808,003_014_37,3,2,2,1,0
2809,003_014_38,3,1,2,1,0
2810,003_014_39,3,1,2,1,0
2811,003_014_4,3,1,3,1,0
2812,003_014_40,2,2,1,1,0
2813,003_014_41,1,1,2,2,0
2814,003_014_42,1,1,3,1,0
2815,003_014_43,3,1,2,1,0
2816,003_014_44,2,1,1,1,0
2817,003_014_45,2,1,1,1,0
2818,003_014_46,3,4,3,1,0
2819,003_014_49,3,1,1,1,0
2820,003_014_5,1,1,3,2,0
2821,003_014_50,2,1,1,1,0
2822,003_014_51,3,1,3,1,0
2823,003_014_53,3,1,2,1,0
2824,003_014_54,3,1,2,1,0
2825,003_014_55,1,1,3,2,0
2826,003_014_56,3,2,2,1,0
2827,003_014_57,2,2,1,2,0
2828,003_014_58,2,1,3,2,0
2829,003_014_59,2,1,1,1,0
2830,003_014_6,2,1,2,1,0
2831,003_014_60,2,1,1,2,0
2832,003_014_61,2,1,1,1,0
2833,003_014_62,3,1,3,2,0
2834,003_014_63,2,2,1,1,0
2835,003_014_64,2,2,1,1,0
2836,003_014_65,1,1,1,1,0
2837,003_014_66,1,1,1,1,0
2838,003_014_67,1,1,1,1,0
2839,003_014_69,2,1,1,1,0
2840,003_014_7,3,2,3,1,0
2841,003_014_70,2,1,1,1,0
2842,003_014_71,2,1,1,1,0
2843,003_014_72,2,1,1,1,0
2844,003_014_73,3,2,2,1,0
2845,003_014_76,2,1,1,2,0
2846,003_014_77,3,2,2,1,0
2847,003_014_8,3,4,2,1,0
2848,003_014_80,2,1,1,2,0
2849,003_014_81,2,2,1,1,0
2850,003_014_82,1,1,1,1,0
2851,003_014_84,2,1,1,1,0
2852,003_014_89,0,5,1,2,0
2853,003_014_9,3,2,2,1,0
2854,003_014_90,2,1,1,2,0
2855,003_014_97,2,3,1,1,0
2856,003_014_98,2,1,1,1,0
2857,003_014_99,2,1,1,1,0
2858,003_015_1,3,1,3,1,0
2859,003_015_10,3,2,3,1,0
2860,003_015_11,3,2,3,1,0
2861,003_015_12,2,1,1,1,0
2862,003_015_13,3,4,2,1,0
2863,003_015_14,3,1,3,1,0
2864,003_015_16,1,1,3,2,0
2865,003_015_17,3,2,2,1,0
2866,003_015_18,3,1,3,1,0
2867,003_015_19,3,1,3,2,0
2868,003_015_2,3,1,2,2,0
2869,003_015_20,3,2,1,1,0
2870,003_015_21,3,2,2,1,0
2871,003_015_22,3,1,3,2,0
2872,003_015_23,1,1,3,2,0
2873,003_015_25,2,1,1,1,0
2874,003_015_3,2,1,1,1,0
2875,003_015_31,2,1,1,1,0
2876,003_015_32,2,1,1,2,0
2877,003_015_33,2,1,1,1,0
2878,003_015_34,2,1,1,1,0
2879,003_015_38,0,5,1,2,0
2880,003_015_39,2,1,1,2,0
2881,003_015_4,2,1,1,1,0
2882,003_015_40,0,5,1,2,0
2883,003_015_41,1,5,2,2,0
2884,003_015_43,2,1,1,2,0
2885,003_015_45,0,1,1,2,0
2886,003_015_49,2,1,1,1,0
2887,003_015_5,2,1,1,1,0
2888,003_015_50,2,1,1,1,0
2889,003_015_51,2,1,1,2,0
2890,003_015_8,3,2,2,1,0
2891,003_015_9,3,1,3,2,0
2892,003_016_1,3,2,3,1,0
2893,003_016_10,3,1,2,1,0
2894,003_016_100,2,1,1,2,0
2895,003_016_11,3,2,2,1,0
2896,003_016_12,2,1,1,1,0
2897,003_016_13,3,1,2,1,0
2898,003_016_14,2,1,1,2,0
2899,003_016_15,1,1,3,2,0
2900,003_016_16,3,1,2,1,0
2901,003_016_17,3,1,3,1,0
2902,003_016_18,3,1,3,2,0
2903,003_016_19,3,1,2,1,0
2904,003_016_2,3,1,3,1,0
2905,003_016_20,1,1,3,2,0
2906,003_016_21,3,2,3,1,0
2907,003_016_22,3,2,3,1,0
2908,003_016_23,3,1,2,1,0
2909,003_016_24,3,2,3,1,0
2910,003_016_25,3,2,3,1,0
2911,003_016_26,2,1,1,2,0
2912,003_016_27,2,1,2,1,0
2913,003_016_28,3,1,3,2,0
2914,003_016_29,3,1,1,1,0
2915,003_016_3,3,1,3,1,0
2916,003_016_30,3,1,3,1,0
2917,003_016_31,3,1,3,1,0
2918,003_016_33,3,1,3,1,0
2919,003_016_34,3,1,3,1,0
2920,003_016_35,3,1,2,1,0
2921,003_016_36,3,1,2,1,0
2922,003_016_37,1,1,3,2,0
2923,003_016_38,3,2,2,1,0
2924,003_016_39,3,2,2,1,0
2925,003_016_4,3,1,2,1,0
2926,003_016_40,3,1,3,1,0
2927,003_016_41,3,1,2,1,0
2928,003_016_42,3,1,3,1,0
2929,003_016_43,3,1,2,1,0
2930,003_016_44,3,4,2,1,0
2931,003_016_45,3,4,2,1,0
2932,003_016_46,3,4,3,1,0
2933,003_016_47,2,1,1,1,0
2934,003_016_48,3,2,2,1,0
2935,003_016_49,3,1,3,1,0
2936,003_016_50,3,1,2,1,0
2937,003_016_51,2,1,1,2,0
2938,003_016_53,3,2,2,1,0
2939,003_016_56,2,1,1,2,0
2940,003_016_59,2,1,1,1,0
2941,003_016_60,2,1,1,2,0
2942,003_016_61,2,1,1,2,0
2943,003_016_63,0,5,1,2,0
2944,003_016_64,2,1,1,2,0
2945,003_016_65,0,5,1,2,0
2946,003_016_66,2,1,1,2,0
2947,003_016_67,2,1,1,2,0
2948,003_016_7,3,1,1,2,0
2949,003_016_8,3,4,2,1,0
2950,003_016_80,2,1,1,2,0
2951,003_016_9,2,1,1,1,0
2952,003_017_1,3,1,3,1,0
2953,003_017_10,2,1,2,2,0
2954,003_017_11,2,1,2,1,0
2955,003_017_12,3,1,2,1,0
2956,003_017_13,3,1,2,1,0
2957,003_017_14,2,1,2,1,0
2958,003_017_15,1,1,3,2,0
2959,003_017_16,3,1,3,1,0
2960,003_017_17,2,1,2,1,0
2961,003_017_18,1,1,3,2,0
2962,003_017_19,1,1,3,2,0
2963,003_017_2,3,1,3,1,0
2964,003_017_20,2,1,1,1,0
2965,003_017_22,3,1,1,1,0
2966,003_017_23,3,1,3,1,0
2967,003_017_24,2,1,1,1,0
2968,003_017_25,3,1,3,1,0
2969,003_017_26,3,2,2,1,0
2970,003_017_27,3,4,2,1,0
2971,003_017_28,3,1,2,1,0
2972,003_017_29,3,1,2,1,0
2973,003_017_30,3,1,1,1,0
2974,003_017_31,2,1,1,1,0
2975,003_017_32,2,1,1,1,0
2976,003_017_33,3,2,3,2,0
2977,003_017_34,2,1,1,2,0
2978,003_017_35,3,1,2,1,0
2979,003_017_36,3,2,3,2,0
2980,003_017_37,3,1,3,2,0
2981,003_017_38,2,3,1,1,0
2982,003_017_39,3,2,2,1,0
2983,003_017_4,0,2,2,2,0
2984,003_017_42,2,1,1,1,0
2985,003_017_44,2,1,1,2,0
2986,003_017_50,2,3,1,2,0
2987,003_017_51,2,3,1,2,0
2988,003_017_52,3,1,2,1,0
2989,003_017_6,3,1,1,2,0
2990,003_017_7,4,3,1,0,0
2991,003_017_73,0,1,1,2,0
2992,003_017_74,2,1,1,2,0
2993,003_017_75,2,1,1,2,0
2994,003_017_77,2,1,1,2,0
2995,003_017_78,2,1,1,2,0
2996,003_017_79,2,1,1,1,0
2997,003_017_8,3,1,2,1,0
2998,003_017_80,2,3,1,2,0
2999,003_017_81,0,5,1,2,0
3000,003_017_82,0,5,1,2,0
3001,003_017_83,0,5,1,2,0
3002,003_017_84,2,1,1,2,0
3003,003_017_85,2,1,1,2,0
3004,003_017_9,3,1,3,1,0
3005,003_018_1,2,1,2,1,0
3006,003_018_11,1,1,2,2,0
3007,003_018_114,2,1,1,1,0
3008,003_018_12,1,1,2,2,0
3009,003_018_123,3,1,3,1,0
3010,003_018_124,2,1,1,2,0
3011,003_018_125,2,1,1,1,0
3012,003_018_126,2,1,1,2,0
3013,003_018_127,3,1,1,1,0
3014,003_018_128,2,1,1,1,0
3015,003_018_129,2,1,1,1,0
3016,003_018_13,3,1,2,1,0
3017,003_018_133,0,5,1,2,0
3018,003_018_135,0,5,1,2,0
3019,003_018_14,2,1,1,1,0
3020,003_018_15,2,1,1,1,0
3021,003_018_16,3,1,1,1,0
3022,003_018_17,3,2,1,1,0
3023,003_018_18,3,4,2,1,0
3024,003_018_19,3,1,2,1,0
